id,source,text
9890,"Даниил Гранин, 'Зубр', 1987, НКРЯ","Его {{выдел|полуулыбка}} выглядела торжествующе, я поддался ей, тоже чуть улыбнулся..."
9891,Олег Медведев,"Полный привет уходящим в ночь, взмах полушалка."
9892,"Чехов, 'Три года', 1895","— {{выдел|Полцарства}} за стакан чаю! — проговорила она глухим голосом, закрывая рот муфтой, чтобы не простудиться."
9893,"И. В. Карасёв, 'Чёрная жемчужина'","Любые деньги предлагал, {{выдел|полцарства}} сулил, но не соглашался старик."
9894,"Булгаков, 'Записки на манжетах', 1922-1923","{{выдел|Полцарства}} сейчас бы отдал, чтобы в жаркую баню, на полок."
9895,Пушкин,"Одна заря сменить другую спешит, дав ночи {{выдел|полчаса}}."
9896,Пушкин,Глядел на мужа с {{выдел|полчаса}}.
9897,"Еремей Парнов, 'Александрийская гемма', 1990, НКРЯ","С рассветом он отправлялся к форелевому ручью, где за каких-нибудь {{выдел|полчасика}} выхватывал несколько радужно сверкающих крапчатых рыбин."
9898,"Вячеслав Рыбаков, 'Хроники смутного времени', 1998, НКРЯ","Мариночка Николавна, посидите хоть {{выдел|полчасика}}, развлеките старика."
9899,"Александр Мень, 'Сын Человеческий', 1969, НКРЯ","Обряд же «{{выдел|помазания}}» напоминал о том, что власть даруется от Бога, Дух Которого отныне будет пребывать на Избраннике"
9900,Пушкин,Ковши круговые запенясь шипят на тризне плачевной Олега
9901,"Юрий Филатов, 'На Покровский храм собирали всем миром', 2008","С западной стороны устроены хоры для певчих, алтарь тоже довольно высок, обширен и светел. По сторонам его находились отдельные помещения: с юга для ризницы, с севера для {{выдел|пономарки}}."
9902,"Н. Е. Гайдуков, 'Декоративные программы напольных мозаик некоторых храмов херсонеса: литургический аспект' // Вестник ПСТГУ, 2005","В пользу этой гипотезы говорит прежде всего то, что восточная часть северного нефа базилики - это «стандартное» место расположения {{выдел|протесиса}}."
9903,"Елизавета Козырева, 'Дамская охота', 2001, НКРЯ",Приглашённые как {{выдел|понятые}} старушки в течение всего обыска с достоинством молчали и никак не комментировали действия следователя и милиционеров.
9904,"Андрей Житков, 'Супермаркет', 2000, НКРЯ",Рядом с дверным проемом топтались {{выдел|понятые}}: старуха соседка из квартиры напротив и очкастый парень с третьего этажа.
9905,"Л. Н. Толстой, 'Воскресение', 1899, НКРЯ","И староверы, и нововеры, и субботники, и хлысты, и {{выдел|поповцы}}, и беспоповцы, и австрияки, и молокане, и скопцы. Всякая вера себя одна восхваляет. Вот все и расползлись, как кутята слепые. Вер много, а дух один."
9906,"Тургенев, 'Отцы и дети', 1861","Николай Петрович велел подать несколько бутылок {{выдел|портера}}, только что привезённого из Москвы, и сам раскутился до того, что щёки у него сделались малиновые и он всё смеялся каким-то не то детским, не то нервическим смехом."
9907,"Чехов, 'Припадок', 1888","Художник оттого, что выпил два стакана {{выдел|портеру}}, как-то вдруг опьянел и неестественно оживился."
9908,"А. П. Чехов, 'Три года', 1895, НКРЯ","Он достал из {{выдел|портпледа}} свой бухарский халат и подушку, лёг и укрылся халатом."
9909,"Б. Л. Пастернак, 'Доктор Живаго', 1945-1955, НКРЯ","Лара со свойственною ей быстротой носилась от {{выдел|портпледа}} к {{выдел|портпледу}}, распихивала подушки, стягивала ремни и только умоляла Пашу и дворничиху не помогать, чтобы не мешать ей."
9910,"Дина Рубина, 'Несколько торопливых слов любви', 2001, НКРЯ",В огромном вестибюле роскошного отеля получили у портье ключи от номера...
9911,"Илья Ильф, Евгений Петров, 'Золотой теленок', 1931, НКРЯ","Пока великий комбинатор торчал у высоких конторок портье, по гостиничным лестницам торопились инженеры, техники, иностранные специалисты и комсомольцы."
9912,"А. Нетесов, 'От Темерицкой таможни до Ростова-на-Дону // «Военный вестник Юга России», Ростов-на-Дону', 2003, НКРЯ","В чине {{выдел|штабс-капитана}} в 1906 г. перешел на службу по министерству внутренних дел и как уроженец Терской области, знаток местных обычаев и языка назначен полицмейстером города Владикавказа."
9913,"Лермонтов, 'Герой нашего времени', 1839-1841, НКРЯ","Осетины шумно обступили меня и требовали на водку; но {{выдел|штабс-капитан}} так грозно на них прикрикнул, что они вмиг разбежались."
9914,"Д. В. Григорович, 'Бобыль', 1847, НКРЯ","Общество составляли всего-на-всего ― бедная вдова, {{выдел|поручица}} Степанида Артемьевна, проживавшая в доме третий год в качестве ""приживалки"", и ещё ближайшая соседка Марьи Петровны, Софья Ивановна, или просто ""Иваниха"", как называли её крестьяне."
9915,"Л. Н. Толстой, 'Воскресение', 1899, НКРЯ","Недалеко за воротами {{выдел|поскотины}} он действительно догнал телеги, нагруженные мешками и больными, которые громыхали по начинавшей накатываться замерзшей грязи (офицера не было, он уехал вперед)."
9916,"Александр Савельев, 'Аркан для букмекера', 2000, НКРЯ","За {{выдел|посул}} досрочного освобождения наиболее предприимчивые пацаны помогали администрации перевоспитывать себе подобных, особенно тех, кто придерживался воровской идеи."
9917,"Эдвард Радзинский, 'Лжедмитрий', 1999, НКРЯ","Множество щедрых {{выдел|посул}} Мнишекам было в договоре, но поразительно главное условие: если в течение года он не завоюет престол, Марина имеет право расторгнуть брачный контракт."
9918,"Мамин-Сибиряк, 'Верный раб', 1891, НКРЯ","Савелий с изысканной ловкостью, прикрыв руку картузом, сунул Мишке скомканную ассигнацию, - нужный человек Мишка, чтобы генерала подготовить к известию о случившемся казусе. Мишка с неменьшей ловкостью спрятал {{выдел|посул}} куда-то в рукав."
9919,"П. И. Мельников-Печерский, 'Княжна Тараканова и принцесса Владимирская', 1867, НКРЯ","Объявите этой {{выдел|развратнице}}, что я никогда не приму её, ибо мне вполне известны и крайняя её безнравственность, и преступные замыслы, и попытки присвоивать чужие имена и титулы."
9920,"А. И. Куприн, 'Наталья Давыдовна', 1896, НКРЯ","Давний опыт и безошибочный инстинкт тайной {{выдел|развратницы}} указывали ей среди сотен обращенных на неё с вожделением лиц то, которое ей было нужно."
9921,"И. И. Пузанов, 'Фауна Крыма', 1927","Близкими родственниками этих красивых птиц являются не менее их красивые ярко-зеленые зимородки или рыболовы, держащиеся по течению рек и по берегу моря, а также всем известный хохлатый удод или {{выдел|потатуйка}}, характерный крик которого «худо-тут» так часто слышится летом в степи и предгориях."
9922,"Л. Н. Толстой, 'Детство', 1852, НКРЯ","Нет, я {{выдел|потачки}} за барское добро не дам."
9923,"Д. И. Фонвизин, 'Недоросль', 1782, НКРЯ",Пращура нашего ни в какой герольдии не отыщешь.
9924,"'Перпендикулярная история' // Культура, 2002, НКРЯ","Право же, патриотизм не в том состоит, чтобы сделать пращура нашего подревнее да дать ему в неандертальские могучие и мозолистые (а как же иначе! ) лапищи дубину поувесистей."
9925,"Иван Шмелев, 'Лето Господне', 1927-1944, НКРЯ","В зимней, где живет Горкин, обедают свои и пришлые, работавшие у нас раньше, и обед им погуще и посытней: солонинка с соленым огурцом, лапша с гусиным {{выдел|потрохом}}, с пирогами, жареный гусь с картошкой, яблочный пирог, - ""царский обед"", так и говорят, пива и меду вволю."
9926,"Л. Н. Толстой, 'Хаджи-Мурат', 1896, НКРЯ","- Как же, хорошие, - сказал Никитин, - попадись ему только один на один, он тебе {{выдел|требуху}} выпустит."
9927,"М. М. Зощенко, 'Остряк-самоучка', 1920-1930, НКРЯ","Длинные столы были завалены всякой {{выдел|требухой}}: бычьими печенками, селезенками и хвостами."
9928,"Константэн Григорьев, 'Мальчик чумазенький', 1994","… ты заправляешь коечку, гладишь подушечку, // сладкой истомой манят тебя {{выдел|потягушечки}}."
9929,"А. А. Уфимский, 'Владеющие'",Он легко поднялся с кресла и сделал {{выдел|потягушечки}}.
9930,"Кай Ольга, 'Элитный психолог'","В связи с этим Алёнкин распорядок дня приобрёл приблизительно следующий вид: долгие {{выдел|потягушечки}} в постели, душ, зарядка под музыку…"
9931,"А. П. Чехов, 'Руководство для желающих жениться', 1885, НКРЯ","Подстриженная прядь волос, спущенная на лоб, означает суетную мелочность, ограниченность ума и {{выдел|похотливость}}."
9932,"В. В. Набоков, 'Лолита', 1955, НКРЯ","Благодаря, может быть, ежедневной любовной зарядке, она излучала, несмотря на очень детскую наружность, неизъяснимо-томное свечение, приводившее гаражистов, отельных рассыльных, туристов, хамов в роскошных машинах, терракотовых идиотов у синькой крашеных бассейнов в состояние припадочной {{выдел|похотливости}}…"
9933,"Александр Зиновьев, 'Русская судьба, исповедь отщепенца', 1988-1998, НКРЯ",Я числился {{выдел|почасовиком}} в пяти или шести школах сразу.
9934,"Давид Самойлов, 'Общий дневник', 1977-1989, НКРЯ","В обед приходил почтарь, приносил газеты и письма."
9935,"И.С. Тургенев, 'Новь', 1877","Нежданов тотчас почувствовал, что они оба, эта угрюмая девушка и он, ― одних убеждений и одного пошиба"
9936,"Н.П. Кондаков, 'Византийские церкви и памятники Константинополя', 2006","Причем, в отличие от палешан, работавших много и плодотворно в разных стилях, переживших как яркий случай, как эпизод «письмо греческого пошиба», сызранцы понимали греческое письмо совсем иначе"
9937,"Бердяев, 'Смысл творчества', 1913-1914, НКРЯ","{{выдел|Правдоискатели}} нашей эпохи, утерявшие старую веру, всё вновь и вновь обращаются к Евангелию и хотят испить живой воды из его абсолютного источника."
9938,"Еремей Парнов, 'Третий глаз Шивы', 1985, НКРЯ","Ты же далеко не всегда такой щепетильный, такой {{выдел|правдоискатель}}."
9939,"П. Басинский, 'Юроды и уроды' // Дружба народов, 1999, НКРЯ","Он классический {{выдел|правдоискатель}}, то есть человек, органически не способный делать на своем инакомыслии (опять-таки органическом) какую-либо карьеру."
9940,"П. И. Мельников-Печерский, 'В лесах', 1871-1874, НКРЯ","А ослоп в лесах на севере и доселе означает дубину, {{выдел|стяг}}."
9941,"И. И. Лажечников, 'Басурман', 1838, НКРЯ","Просто разбивали шатер для каждого из воевод, тут же ставили воз с полковым {{выдел|стягом}}, близ него, на возах, огнестрельный снаряд, состоящий из пищалей, и пушки, если случались."
9942,"Н. И. Новиков, 'Живописец', 1775, НКРЯ","Он был болен черною немочью и по обещанию ездил в Киев: его бог помиловал, и киевские чудотворцы помогли; и он оттуда привез этот канонник и благословил дедушку, а он его возом муки, двумя тушами свиными да {{выдел|стягом}} говяжьим."
9943,"Д. Н. Мамин-Сибиряк, 'Под землей', 1905, НКРЯ",Лавочник привез с ярманки целый {{выдел|стяг}} говядины да десять свиных туш…
9944,"Герцен, 'Былое и думы', 1857, НКРЯ","Весьма может быть, что бедный '''прасол''', теснимый родными, не отогретый никаким участием, ничьим признанием, изошел бы своими песнями в пустых степях заволжских, через которые он гонял свои гурты, и Россия не услышала бы этих чудных кровно-родных песен, если б на его пути не стоял Станкевич."
9945,"Пушкин, 'Песнь о вещем Олеге', 1822","И {{выдел|пращ}}, и стрела, и лукавый кинжал / Щадят победителя годы…"
9946,"Асар Эппель, 'Два товита', 1991, НКРЯ","Сам кидал и многократно попадал, ибо, как уже сказано, метательному совершенству их уступают и морской голыш, и библейский камень царя-пращника."
9947,"Асар Эппель, 'Худо тут', 1990-2000, НКРЯ","Тут за дверью брякает звонком инвалид и кончается урок, на котором можно было бы прочитать вслух, скажем, вот что: «Ксенофонт же сказал: Я слышал, что у вас в войске есть родосцы , а из них, как говорят, многие владеют пращой, и снаряд их летит вдвое дальше, чем у персидских {{выдел|пращников}}. …»"
9948,"Н. И. Березин, 'Пешком по карельским водопадам', 1903, НКРЯ","Спустя несколько минут, мы уже шли туда с веничком под мышкой и очутились в {{выдел|предбаннике}}, узком бревенчатом пространстве без крыши."
9949,"Салтыков-Щедрин, 'Господа ташкентцы', НКРЯ",За действиями первого он следил с тревогою и любовью; {{выдел|преди́ками}} последнего скучал и тяготился.
9950,"'Стефан Яворский', Википедия","Петру понравились и {{выдел|преди́ка}}, и сам проповедник; он указал патриарху Адриану посвятить Стефана в архиереи какой-нибудь из великорусских епархий…"
9951,"Юлия Галямина, 'Свобода или свобода', 2008","В лингвистике есть такие понятия «ассерция» и «{{выдел|пресуппозиция}}» (она же — «презумпция»). Именно из этих двух компонентов состоит значение любого слова. Ассерция — это собственно тот смысл, на который указывает слово. Например, ассерцию в слове «убить» приблизительно можно обозначить, как «сделать так, чтобы человек или животное стало мертвым». В {{выдел|пресуппозиции}} этого слова содержится информация о том, что объект действия обязательно является изначально живым."
9952,"Т. С. Еремина, 'Мир русских икон и монастырей: история, предания', 1998","Уже одним своим присутствием в войске поднимала она дух солдат, видевших в Богородице надежную заступницу и {{выдел|предстательницу}} перед Богом."
9953,"Н. С. Лесков, 'Некуда', 1864, НКРЯ","Громадное животное, отогнанное стадом за {{выдел|преклонность}} лет и тяжесть своего тела, очевидно, уж было очень старо и искало покоя у готового сена."
9954,"М. Е. Салтыков-Щедрин, 'Наша общественная жизнь', 1863-1864, НКРЯ","Стало быть, по этой теории, ничто не мешает быть нигилистом Н. Ф. Павлову, хотя, быть может, у него, от {{выдел|преклонности}}, ни одного волоса на голове нет, и благонамеренным - г. Чичерину, хотя он ещё очень молодой человек."
9955,"'Евангелие от Луки: синодальный перевод', 1816-1862","Младенец же возрастал и укреплялся духом, исполняясь '''премудрости''', и благодать Божия была на Нем."
9956,"'Книга премудрости Иисуса, сына Сирахова'",'''Премудрость''' соответствует имени своему и не многим открывается.
9957,"В. Т. Нарежный, 'Славенские вечера', 1809, НКРЯ","Путями неизвестными устремили мы шествие по брегам Днепровым; я отвращал от Исмении препинание ветвей древесных, преносил се чрез камни острые, согревал ее моими объятиями от хлада ночи бурной, и так мы к восходу солнечному пришли к обители твоей, старец благодетельный."
9958,"А. И. Герцен, ' Былое и думы', 1857, НКРЯ",Один из главных источников наших {{выдел|препинаний}} было воспитание моего сына.
9959,"Фазиль Искандер, 'Время счастливых находок', 1973, НКРЯ","В школе {{выдел|физрук}} никого не боялся, потому что, как он говорил, его в любой день могли взять работать тренером по боксу."
9960,"Д. И. Фонвизин, 'Повествование мнимого глухого и немого', 1783, НКРЯ","Его преподобие имел такое мнение, что всякий доктор и всякий лекарь должен быть неминуемо колдун и что весь корпус медиков есть не что иное, как сатанино сонмище, попущенное гневом божиим на пагубу человеческого рода."
9961,"Г. П. Данилевский, 'Беглые в Новороссии', 1862, НКРЯ","Вот так и вся земля тут запустеет, ваше преподобие."
9962,"Алексей Криволапов, 'Автомобиль напрокат' // Автопилот, 2002, НКРЯ",И она ради сохранения {{выдел|реноме}} была готова на убыток.
9963,"А. Н. Радищев, 'Путешествие из Петербурга в Москву', 1779-1790, НКРЯ","Если в обществе нравы и обычаи не противны закону, если закон не полагает добродетели {{выдел|преткновений}} в её шествии, то исполнение правил общежития есть легко."
9964,"А. Е. Лабзина, 'Воспоминания', 1810, НКРЯ","А нам какую ты принесешь радость, всем любящим тебя, а более всего дяде моему, который и до сих пор о тебе сокрушается и молится за тебя, чтоб спас тебя Господь ото всех {{выдел|преткновений}}."
9965,"Алексей Рыбин, 'Последняя игра', 2000, НКРЯ","Злым стал его голос, жестким, с металлическим {{выдел|призвуком}}."
9966,"С. Л. Рубинштейн, 'Основы общей психологии', 1940, НКРЯ","Частичные тоны (обертоны), или, по терминологии Н.А.Гарбузова, верхние натуральные призвуки, имеют большое значение также и в восприятии гармонии."
9967,"Андрей Белозеров, 'Чайка', 2001, НКРЯ","Журналист говорил доверительным тоном, но с налетом, с еле уловимым {{выдел|призвуком}} издевки..."
9968,"Гоголь, 'Мёртвые души', 1835-1852, source","Чичиков оглянулся и увидел, что на столе стояли уже грибки, пирожки, скородумки, шанишки, пряглы, блины, лепешки со всякими {{выдел|припёками}}: {{выдел|припёкой}} с лучком, {{выдел|припёкой}} с маком, {{выдел|припёкой}} с творогом, {{выдел|припёкой}} со сняточками, и невесть чего не было."
9969,"Юрий Дружников, 'Виза в позавчера', 1968-1997, НКРЯ","Отец собирался развязаться с делами, немножко освободиться от {{выдел|приработка}} и снова, как в юности, заняться живописью."
9970,"Вячеслав Рыбаков, 'Трудно стать Богом', 1996, НКРЯ","Но буквально за пару лет {{выдел|приработок}} стал заработком, а заработок ― воспоминанием."
9971,"Н. С. Лесков, 'Старые годы в селе Плодомасове', 1862, НКРЯ","Коренник мнется и тычет ногами, как старый генерал, подходящий, чтобы кого-то распечь: он то скусит губу налево, то скусит направо, то встряхнет головой и опять тычет и тычет; {{выдел|пристяжные}} вьются и сжимаются, как спутанные; малиновый колокольчик шлепнет колечком в край и снова прилип и молчит; бубенчики глухо рокочут, но без всякого звона."
9972,Даль,"Дереву '''притин''', оно приросло; зверю нет '''притину''', он свободен."
9973,Даль,На '''притин''' полагается по три человека.
9974,"Наш бомжпоход. Униженные, но не оскорбленные, Хулиган, 2004, НКРЯ","Синяки и прочие уродства ― косметика; сальность волос достигалась путем втирания в {{выдел|хайр}} репейного масла, как раз для этого и предназначенного."
9975,"Александр Архангельский, '1962. Послание к Тимофею', 2006, НКРЯ","Мы с двоюродным братцем Димой ходим на рыбалку, ловим {{выдел|ёршика}} и бычка, ныряем с плотов по очереди с деревенскими, загораем всласть."
9976,"Автопатриотизм: покупаем и дорабатываем отечественную машину» // «Хулиган, '2004', НКРЯ","Мы остановимся на более-менее гражданско-спортивной с отношением 4,1 и стоимостью 265 унитазных {{выдел|ёршиков}}."
9977,"В.Я. Котельников, 'Правила устройства и безопасности эксплуатации лифтов', 1992","Приямок шахты - часть шахты лифта, расположенная ниже уровня нижней погрузочной площадки."
9978,"«Бизнес-журнал», 2004, НКРЯ","Взрывной рост количества спама вынуждает {{выдел|провайдеров}}, а также ведущие компьютерные компании внедрять новые технологии фильтрации почты."
9979,"Владимир Войнович, 'Замысел', 1999, НКРЯ","Возможно, будучи испорченной прочитанными мною в больших количествах американскими романами, я с некоторых пор думаю, что в литературе никаких запретных тем, положений и выражений быть не должно, как в медицине, где никому не приходит в голову считать, что гинеколог и {{выдел|проктолог}} занимаются чем-то более неприличным, чем, допустим, дантист."
9980,"Н. В. Гоголь, 'Мертвые души', 1842, НКРЯ","После сытного завтрака все они отправились, севши все трое в коляску Павла Ивановича; {{выдел|пролётки}} хозяина следовали порожняком за ними."
9981,"Василий Шукшин, 'Психопат', 1970-1974, НКРЯ","Доктор с бородкой не горестно, а с досадой, привычно усмехнулся и присел к столу писать рецепт."
9982,"Е. А. Балашов, 'Карельский перешеек: земля неизведанная', 1996","Доставка лесотовара в порт производилась по железной дороге, на самоходных и обыкновенных баржах по Сайменскому каналу через Выборг в Макслахти. Самым ходовым экспортным товаром был {{выдел|пропс}}, т.е. рудничные стойки, крепь."
9983,"В. Астафьев, 'Веселый солдат', 1998, НКРЯ","Избушка наша была уж тем хороша, что жильё отдельное, здесь можно допоздна не ложиться, читать, петь, починяться, ковры рисовать, стучать, выражаться некультурно, браня самого себя за разные {{выдел|прору́хи}}, что я и делал частенько."
9984,"Степняк-Кравчинский, 'Андрей Кожухов', 1898, НКРЯ",Все это слишком сложно; малейшая {{выдел|прору́ха}} в чём-нибудь может погубить все дело.
9985,"В. В. Бианки, 'Лесные были и небылицы', 1923-1958, НКРЯ","Однако, как говорится, и на старуху бывает {{выдел|проруха}}."
9986,"Блюма Зейгарник, 'Патопсихология', 1986, НКРЯ","Между тем прослеживание жизни ребенка, у которого вследствие органического поражения мозга появились припадки, прослеживание реакций других детей на эти припадки, прослеживание реакции учителя на трудности в учебе, которые возникают у подобного ребенка в школе, могли бы объяснить многое."
9987,"Салтыков-Щедрин, 'Либерал', 1885, НКРЯ","Умел он и истину с улыбкой высказать, и {{выдел|простачко́м}}, где нужно прикинуться, и бескорыстием щегольну́ть."
9988,"А. А. Татищев, 'Земли и люди: В гуще переселенческого движения', 1906-1921, НКРЯ","Не знаю почему, но он, что называется, в этом разговоре «дурака валял», разыгрывая почему-то {{выдел|простачка́}}."
9989,"Салтыков-Щедрин, 'Губернские очерки', 1856-1857","— Это Оська рядский, — отвечает он мне, — ишь раззевался смерд этакой!"
9990,"Чехов, 'Женское счастье', 1885","Простая, необразованная баба, кухарка, смерд — и вдруг позволяет себе такие слова и поступки!"
9991,"К.А. Микрюков, 'Протисты', 2002","К отряду акантарий (Acantharia) относится около 100 видов крупных (0,1 - 1 мм) шарообразных морских {{выдел|протистов}}, парящих в толще воды на расходящихся, подобно лучам, ложноножках-аксоподиях."
9992,"Михаил Шишкин, 'Всех ожидает одна ночь', 2003, НКРЯ",На сборном пункте несчастных ждало {{выдел|протрезвление}} и простая и страшная процедура превращения человека в солдата.
9993,"Евгений Рубин, 'Пан или пропал. Жизнеописание', 2000, НКРЯ","Послушался бы, имел бы хороший профит, ― сокрушается за моей спиной баритон."
9994,"Виктор Лошак, 'Коржаков-2' // Московские новости, 2003, НКРЯ","Какой профит от перераспределения в экономике, обвала одних компаний и раздувания других получат все, кто участвует в нападении, приблизительно понятно."
9995,"Н. С. Лесков, 'Письма Л. Н. Толстому', 1887-1894, НКРЯ","Император Николай тогда велел отдать их в «{{выдел|профосы}}», чтобы устыдить их и унизить, но они этому были рады и чистили ямы с удовольствием."
9996,"Олег Глушкин, 'Вавилон', 1990-1999, НКРЯ","А главное, будет героиня - женщина в море, в этом месте своего рассказа он вынул и веером разложил передо мной на столе снимки, где была запечатлена известная во всем флоте {{выдел|профурсетка}} Мики."
9997,"Татьяна Моспан, ' Подиум', 2000, НКРЯ","А эти {{выдел|профурсетки}}, только успев пройти пару раз по подиуму, тут же обзаводятся бойфрендами и начинают корчить из себя незнамо что: ах, заболело, ах, кольнуло!"
9998,"О. М. Фрейденберг, 'Поэтика сюжета и жанра', 1935, НКРЯ","Вещь как мертвая драма в неподвижном виде содержит в себе {{выдел|процессуальность}} образа о переходе из смерти в жизнь, - образа, который всегда может быть для нас транскрибирован в движение и действенность поступка или сюжета."
9999,"Н. В. Веселкова, 'Глобальное и локальное в социальном времени: фрагментация или сохранение целостности?'",Процессуальность дает жизнь непрерывности и целостности.
10000,"Из блога, 2009","Пруфлинки показывают белые зарплаты, а не то, что реально люди получают в конверте."
10001,"В. П. Катаев, 'Цветик-семицветик', 1940, НКРЯ","У кого коляска, у кого мячик, у кого {{выдел|прыгалка}}, у кого трёхколесный велосипед, а у одной - большая говорящая кукла в кукольной соломенной шляпке и в кукольных калошках."
10002,"Андрей Вознесенский, 'На виртуальном ветру', 1998, НКРЯ","«Он ещё вынул свой язык, показывая какой-то {{выдел|пупырь}} на нём», - пожаловалась красавица."
10003,"Виктор Астафьев, 'Царь-рыба ', 1974, НКРЯ","Сиреневые игрушечные {{выдел|пупыри}} набухли в лапах кедрачей, через месяц-два эти пупырышки превратятся в крупные шишки, нальётся в них лаково-жёлтый орех."
10004,"М. С. Шагинян, 'Перемена', 1923, НКРЯ","Нынче же вышел арбуз ноздреватый, длинноголовый и мелкий; цветом внутри бледно-розовый, соком не сладкий; дыни загнили с боков, посреди не дозревши, а тыква пошла с {{выдел|пупырями}}."
10005,"Ф. М. Достоевский, 'Братья Карамазовы', 1880, НКРЯ","- А ты чего, женский пол, опоздала? - спросил грозно Красоткин. - Женский пол, ишь {{выдел|пупырь}}! - {{выдел|Пупырь}}? - И {{выдел|пупырь}}. Что тебе, что я опоздала, значит так надо, коли опоздала, - бормотала Агафья, принимаясь возиться около печки, но совсем не недовольным и не сердитым голосом, а, напротив, очень довольным, как будто радуясь случаю позубоскалить с веселым барчонком."
10006,"Г. И. Чулков, 'Императоры: Психологические портреты', 1928, НКРЯ","Маленький князь протянул руку к Библии, лежавшей на столе, но тяжелая книга упала на пол, развернувшись как раз на той странице, где был девяностый {{выдел|псалом}}."
10007,"Максим Горький, 'Детство', 1913-1914, НКРЯ","Вскоре я уже читал по складам Псалтырь; обыкновенно этим занимались после вечернего чая, и каждый раз я должен был прочитать {{выдел|псалом}}."
10008,"Михаил Елизаров, 'Pasternak', 2003, НКРЯ","Не спроста пономари в православных храмах читали чувственные библейские {{выдел|псалмы}} без эмоций, на одной тягучей ноте."
10009,"Л. Н. Каренина, 'Анна Каренина', 1878, НКРЯ","…Хор запел искусный и сложный {{выдел|псалом}}, в котором бас и тенор перекликались между собою, и священник, оборотившись, указал обрученным на разостланный розовый кусок ткани."
10010,"Г. Риман, 'Музыкальный словарь'","Альберт Пис не лишён значения и в качестве композитора: 138-й {{выдел|псалом}} для соло, хора и оркестра, кантата «Иоанн Креститель», … органные фантазии…"
10011,"Ирина Полянская, 'Прохождение тени', 1996, НКРЯ","Я хотела на прощание сыграть твоей маме в качестве напутствия {{выдел|псалом}} «Господь мой ― пастырь мой», но при первых тактах Шуберта она подскочила к роялю и решительно захлопнула крышку."
10012,"Вадим Карпов, 'Как пройти в бибилиотеку Ивана Грозного' // «Труд-7», 2005, НКРЯ","Во-первых, царь был не всегда Грозным. Во-вторых, он был несомненно художественной натурой ― даже {{выдел|псалмы}} сочинял."
10013,"П. К. Козлов, 'Географический дневник Тибетской экспедиции 1923—1926 гг.', 1913-1914, НКРЯ","Занятно было в полутьме видеть лицо нашего ламы Галсана, вполголоса певшего буддийские {{выдел|псалмы}} для Кондратьева."
10014,"Сергей Юрский, 'Вспышки' // «Октябрь», 2001, НКРЯ","Это {{выдел|псалом}}… спиричуэл… это негритянская христианская музыка… Это же Луи Армстронг поет… ""Let my people go! "" ― отпусти мой народ!"
10015,"Владимир Бондаренко, 'Отверженный поэт' // «Наш современник», 2002, НКРЯ","Только так можно было в самые застойные годы с голосом юродивого распевать строчки о Савелии Пижемском, что «затянет {{выдел|псалом}} о местах пересыльных, о решетках пяти лагерей…»"
